uu|13456789012|vv|13532109876|辽宁|标准快递|n|13.00|预付|109.20|1235|待寄件|
ww|13567890123|xx|13421098765|吉林|常温生鲜|y|8.00|后付|78.40|5679|待寄件|
yy|13678901234|zz|13310987654|黑龙江|冷链生鲜|n|10.00|预付|110.00|9013|待寄件|
ab|13789012345|cd|13209876543|安徽|贵重物品|y|5.00|到付|160.00|3467|待寄件|
ef|13890123456|gh|13198765432|江西|经济快递|n|9.00|后付|50.40|7891|待寄件|
ij|13901234567|kl|13087654321|河南|标准快递|y|14.00|预付|117.60|2346|待寄件|
mn|15012345678|op|13976543210|湖北|常温生鲜|n|7.00|后付|68.60|6790|待寄件|
qr|15123456789|st|13865432109|陕西|冷链生鲜|y|12.00|预付|132.00|0124|待寄件|
uv|15234567890|wx|13754321098|甘肃|贵重物品|n|6.00|到付|192.00|4568|待寄件|
yz|15345678901|ab|13643210987|青海|经济快递|y|10.00|后付|56.00|8902|待寄件|
cd|15456789012|ef|13532109876|海南|标准快递|n|15.00|预付|126.00|1236|待寄件|
gh|15567890123|ij|13421098765|贵州|常温生鲜|y|9.00|后付|88.20|5680|待寄件|
kl|15678901234|mn|13310987654|云南|冷链生鲜|n|11.00|预付|121.00|9014|待寄件|
op|15789012345|qr|13209876543|西藏|贵重物品|y|7.00|到付|224.00|3468|待寄件|
rt|17187654321|yu|18945612378|北京|标准快递|n|3.50|预付|25.20|1122|待寄件|
po|17812345678|iu|15678912345|上海|经济快递|y|8.00|后付|44.80|3344|待寄件|
lk|15665432109|hg|15612378945|广东|常温生鲜|n|12.50|预付|137.50|5566|待寄件|
mn|15678901234|bv|17198765432|浙江|冷链生鲜|y|6.80|到付|102.00|7788|待寄件|
qw|13198765432|sa|15645612378|江苏|贵重物品|n|2.30|预付|73.60|9900|待寄件|
zx|15623456789|df|18932165498|四川|经济快递|y|9.50|后付|53.20|1123|待寄件|
cv|13876543210|gh|13765432109|福建|标准快递|n|7.20|预付|60.48|2234|待寄件|
bn|15987654321|jk|13543210987|重庆|常温生鲜|y|11.00|后付|107.80|3345|待寄件|
ml|18654321987|lp|13321098765|天津|冷链生鲜|n|4.50|预付|49.50|4456|待寄件|
kj|18765432198|za|13109876543|河北|贵重物品|y|3.80|到付|121.60|5567|待寄件|
hg|18876543219|xb|13098765432|山西|经济快递|n|10.20|后付|57.12|6678|待寄件|
fd|18987654320|nc|13987654321|辽宁|标准快递|y|14.80|预付|124.32|7789|待寄件|
sx|13098765432|mv|13876543210|吉林|常温生鲜|n|5.60|后付|54.88|8890|待寄件|
dc|13109876543|qa|13765432109|黑龙江|冷链生鲜|y|7.90|预付|86.90|9901|待寄件|
vf|13210987654|ws|13654321098|安徽|贵重物品|n|1.90|到付|60.80|0012|待寄件|
bg|13321098765|ed|13543210987|江西|经济快递|y|13.50|后付|75.60|1124|待寄件|
nh|13432109876|rf|13432109876|河南|标准快递|n|9.30|预付|78.12|2235|待寄件|
mj|13543210987|tg|13321098765|湖北|常温生鲜|y|6.40|后付|62.72|3346|待寄件|
ki|13654321098|yh|13210987654|陕西|冷链生鲜|n|8.70|预付|95.70|4457|待寄件|
uy|13765432109|uj|13109876543|甘肃|贵重物品|y|5.10|到付|163.20|5568|待寄件|
tr|13876543210|ik|13098765432|青海|经济快递|n|11.80|后付|66.08|6679|待寄件|
ew|13987654321|ol|13987654321|海南|标准快递|y|15.20|预付|127.68|7780|待寄件|
qa|15098765432|pm|13876543210|贵州|常温生鲜|n|4.30|后付|42.14|8891|待寄件|
ws|15109876543|ok|13765432109|云南|冷链生鲜|y|10.50|预付|115.50|9902|待寄件|
ed|15210987654|pl|13654321098|西藏|贵重物品|n|2.70|到付|86.40|0013|待寄件|
rf|15321098765|ij|13543210987|新疆|经济快递|y|12.30|后付|68.88|1125|待寄件|
yh|15543210987|yb|13321098765|广西|常温生鲜|y|9.80|后付|96.04|3347|待寄件|
uj|15654321098|tc|13210987654|宁夏|冷链生鲜|n|7.40|预付|81.40|4458|待寄件|
ik|15765432109|rv|13109876543|台湾|贵重物品|y|4.60|到付|147.20|5569|待寄件|
ww|15645678945|ff|13456789586|湖南|经济快递|y|20.00|到付|135.20|1127|待寄件|
ee|16456789588|nn|15678948977|北京|标准快递|y|10.00|到付|30.50|2286|待寄件|
ii|15645678988|ss|13456789888|宁夏|经济快递|y|10.00|到付|24.40|6340|待寄件|
许舒婷|13584754152|市场价|13592864450|澳门|贵重物品|y|5.00|到付|204.00|2409|待寄件|
